symbol,open,close,live_price,day_high,day_low,prev_close,market_cap,sector,industry,ema20,ema50,volume,avg_volume_20,volume_ratio,traded_value,rsi14,atr14,support_20d,resistance_20d,entry_price,stop_loss,target_1,target_2,oi,oi_change,oi_change_pct,volume_rise,bull_or_bearish,setup,breakout_20d,pe,roe,debt_to_equity,operating_cashflow
RELIANCE,1398.0,1414.4,1414.4,1430.0,1396.1,1384.8,19140328816640,Energy,Oil & Gas Refining & Marketing,1403.01,1425.58,22993855,18164778,1.27,32522509073.37,51.47,33.17,1307.0,1443.0,1414.4,1381.23,1464.16,1497.33,,,,True,bullish,pullback_long,False,23.0,,35.65,
